videoId,trackKey,trackId,pedestrianId,firstOffsetSeconds,lastOffsetSeconds,bestOffsetSeconds,firstObservedAt,lastObservedAt,firstTimestamp,lastTimestamp,bestTimestamp,sampleCount,roiQualifiedSampleCount,maxOcclusionClass,thumbnailPath,previewPath,appearanceSummary
2444a2e4,2444a2e4:512,13ed1764,512,187.2,188.06,187.86,2025-01-23T11:26:09,2025-01-23T11:26:10,11:26:09 AM,11:26:10 AM,11:26:09 AM,2,2,0,storage/videos/processed/2444a2e4/tracks/track-512.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:517,338719ec,517,190.06,192.0,190.6,2025-01-23T11:26:12,2025-01-23T11:26:14,11:26:12 AM,11:26:14 AM,11:26:12 AM,2,2,0,storage/videos/processed/2444a2e4/tracks/track-517.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows light occlusion."
2444a2e4,2444a2e4:518,a006b748,518,190.06,190.06,190.06,2025-01-23T11:26:12,2025-01-23T11:26:12,11:26:12 AM,11:26:12 AM,11:26:12 AM,1,1,0,storage/videos/processed/2444a2e4/tracks/track-518.jpg,,"Representative crop suggests head region appears blue, upper clothing appears gray, lower clothing appears blue. Visibility shows light occlusion."
2444a2e4,2444a2e4:521,a6b06380,521,194.73,200.53,200.33,2025-01-23T11:26:16,2025-01-23T11:26:22,11:26:16 AM,11:26:22 AM,11:26:22 AM,6,1,2,storage/videos/processed/2444a2e4/tracks/track-521.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows heavy occlusion."
2444a2e4,2444a2e4:535,a8d79233,535,196.13,202.33,201.46,2025-01-23T11:26:18,2025-01-23T11:26:24,11:26:18 AM,11:26:24 AM,11:26:23 AM,7,6,1,storage/videos/processed/2444a2e4/tracks/track-535.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows moderate occlusion."
2444a2e4,2444a2e4:537,079615c0,537,196.2,196.86,196.66,2025-01-23T11:26:18,2025-01-23T11:26:18,11:26:18 AM,11:26:18 AM,11:26:18 AM,1,0,1,storage/videos/processed/2444a2e4/tracks/track-537.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows moderate occlusion."
2444a2e4,2444a2e4:539,b7ade2f2,539,196.73,196.86,196.8,2025-01-23T11:26:18,2025-01-23T11:26:18,11:26:18 AM,11:26:18 AM,11:26:18 AM,1,0,1,storage/videos/processed/2444a2e4/tracks/track-539.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows moderate occlusion."
2444a2e4,2444a2e4:542,01fe7346,542,197.86,200.2,200.2,2025-01-23T11:26:19,2025-01-23T11:26:22,11:26:19 AM,11:26:22 AM,11:26:22 AM,4,2,2,storage/videos/processed/2444a2e4/tracks/track-542.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows heavy occlusion."
2444a2e4,2444a2e4:548,4e476d44,548,198.53,199.6,199.6,2025-01-23T11:26:20,2025-01-23T11:26:21,11:26:20 AM,11:26:21 AM,11:26:21 AM,2,0,2,storage/videos/processed/2444a2e4/tracks/track-548.jpg,,"Representative crop suggests head region appears gray, upper clothing appears gray, lower clothing appears gray. Visibility shows heavy occlusion."
2444a2e4,2444a2e4:549,bef44be0,549,198.6,199.26,198.8,2025-01-23T11:26:20,2025-01-23T11:26:21,11:26:20 AM,11:26:21 AM,11:26:20 AM,2,2,1,storage/videos/processed/2444a2e4/tracks/track-549.jpg,,"Representative crop suggests head region appears gray, upper clothing appears purple, lower clothing appears blue. Visibility shows moderate occlusion."
